Pair,NASA Categories,Custom Categories,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
EDR/FSL,Multipurpose/Physical Science,General science/Fluids,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM/FSL,Human Research/Physical Science,Crew health/Fluids,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GLACIER/Portable Pulmonary Function System,Multipurpose/Human Research,Refrigeration/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLACIER/PFS,Multipurpose/Human Research,Refrigeration/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/GLACIER,Human Research/Multipurpose,Crew health/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/GLACIER,Multipurpose/Multipurpose,General science/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG/PCBA,Multipurpose/Human Research,Glovebox/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/PCBA,Physical Science/Human Research,Fluids/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/MWA,Biology and Biotechnology/Multipurpose,Biology/Maintenance,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBEF/Holter,Biology and Biotechnology/Human Research,Centrifuge/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/MARES,Physical Science/Human Research,Furnace/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubik/MELFI,Multipurpose/Multipurpose,Incubator/Refrigeration,0,2,2,0,0,0,2,2,6,2,0,0,0,0,0,0
CGBA/Kubik,Biology and Biotechnology/Multipurpose,Biology/Incubator,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/Kubik,Multipurpose/Multipurpose,General science/Incubator,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0
Kubik/TEPC,Multipurpose/Human Research,Incubator/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFT/Kubik,Biology and Biotechnology/Multipurpose,Glovebox/Incubator,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/RAM,Earth and Space Science/Human Research,External payloads/Crew health,0,2,0,0,0,0,0,2,10,4,6,0,2,2,0,6
EXPRESS Rack/GN2,Multipurpose/Multipurpose,General science/General science,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
EMCS/GN2,Biology and Biotechnology/Multipurpose,Plant/General science,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BioLab/MELFI,Multipurpose/Multipurpose,Biology/Refrigeration,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ABRS/MERLIN,Biology and Biotechnology/Biology and Biotechnology,Plant/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryutai/Saibo,Multipurpose/Multipurpose,General science/Biology,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Double Coldbag/Saibo,Multipurpose/Multipurpose,Refrigeration/Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSTC/EXPRESS Rack,Biology and Biotechnology/Multipurpose,Biology/General science,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/SCOF,Physical Science/Biology and Biotechnology,Fluids/Microscope,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DECLIC/MSL,Physical Science/Physical Science,Fluids/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBA/Ultrasound,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLACIER/Saibo,Multipurpose/Multipurpose,Refrigeration/Biology,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CIR/SLAMMD,Physical Science/Human Research,Furnace/General science,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/KFT,Biology and Biotechnology/Biology and Biotechnology,Biology/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/KFT,Multipurpose/Biology and Biotechnology,General science/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFT/TEPC,Biology and Biotechnology/Human Research,Glovebox/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/CIR,Human Research/Physical Science,Crew health/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBEF/MERLIN,Biology and Biotechnology/Biology and Biotechnology,Centrifuge/Refrigeration,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0
CIR/MERLIN,Physical Science/Biology and Biotechnology,Furnace/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/MERLIN,Physical Science/Biology and Biotechnology,Fluids/Refrigeration,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0
CGBA/MERLIN,Biology and Biotechnology/Biology and Biotechnology,Biology/Refrigeration,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
EDR/MELFI,Multipurpose/Multipurpose,General science/Refrigeration,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/EDR,Biology and Biotechnology/Multipurpose,Biology/General science,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/CGBA,Multipurpose/Biology and Biotechnology,Glovebox/Biology,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MERLIN/MSG,Biology and Biotechnology/Multipurpose,Refrigeration/Glovebox,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0
CGBA/Portable Pulmonary Function System,Biology and Biotechnology/Human Research,Biology/Crew health,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EMCS/EXPRESS Rack,Biology and Biotechnology/Multipurpose,Plant/General science,0,2,8,4,1,0,0,4,0,2,0,0,0,0,0,0
CB/RC,Multipurpose/Human Research,Glovebox/Centrifuge,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MARES,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/LMM,Physical Science/Multipurpose,Furnace/Microscope,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/MERLIN,Human Research/Biology and Biotechnology,Crew health/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/TEPC,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/TEPC,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBA/TEPC,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/TEPC,Multipurpose/Human Research,General science/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/TEPC,Physical Science/Human Research,Furnace/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/TEPC,Physical Science/Human Research,Fluids/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/PCRF,Multipurpose/Biology and Biotechnology,Refrigeration/Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG/PCRF,Multipurpose/Biology and Biotechnology,Glovebox/Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBEF/PCRF,Biology and Biotechnology/Biology and Biotechnology,Centrifuge/Biology,0,2,0,2,0,1,0,2,2,0,0,0,0,0,0,0
CB/ETC,Multipurpose/Multipurpose,Glovebox/Stowage,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/CIR,Multipurpose/Physical Science,Glovebox/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/UMS,Earth and Space Science/Human Research,External payloads/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/MSG,Earth and Space Science/Multipurpose,External payloads/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/MELFI,Multipurpose/Multipurpose,Image processing/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/IPU,Multipurpose/Multipurpose,Glovebox/Image processing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/IPU,Physical Science/Multipurpose,Fluids/Image processing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MWA,Multipurpose/Multipurpose,General science/Maintenance,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0
CBEF/Double Coldbag,Biology and Biotechnology/Multipurpose,Centrifuge/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/MWA,Physical Science/Multipurpose,Furnace/Maintenance,0,2,10,6,1,12,12,4,2,0,0,0,0,0,0,0
CIR/FPEF,Physical Science/Physical Science,Furnace/Fluids,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/FPEF,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIR/FSL,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPEF/FSL,Physical Science/Physical Science,Fluids/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/UMS,Biology and Biotechnology/Human Research,Biology/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/FIR,Biology and Biotechnology/Physical Science,Biology/Fluids,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Holter,Multipurpose/Human Research,General science/Crew health,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PFS/WORF,Human Research/Earth and Space Science,Crew health/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MSG/WORF,Multipurpose/Earth and Space Science,Glovebox/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/WORF,Multipurpose/Earth and Space Science,Image processing/Earth observation,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/UMS,Multipurpose/Human Research,Glovebox/Crew health,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IPU/UMS,Multipurpose/Human Research,Image processing/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/MERLIN,Human Research/Biology and Biotechnology,Crew health/Refrigeration,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/PCBA,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/TEPC,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/PFS,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/Portable Pulmonary Function System,Human Research/Human Research,Crew health/Crew health,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/MSG,Human Research/Multipurpose,Crew health/Glovebox,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/CBEF,Human Research/Biology and Biotechnology,Crew health/Centrifuge,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTEA/CB,Human Research/Multipurpose,Crew health/Glovebox,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/Holter,Biology and Biotechnology/Human Research,Biology/Crew health,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MSL,Multipurpose/Physical Science,General science/Furnace,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/MSL,Multipurpose/Physical Science,Refrigeration/Furnace,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXF/MSG,Physical Science/Multipurpose,Combustion/Glovebox,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Holter Monitor 2,Human Research/Human Research,Crew health/Crew health,0,0,14,84,3,0,0,0,0,0,0,0,0,0,0,0
CGBA/Plant Habitat,Biology and Biotechnology/Biology and Biotechnology,Biology/Plant,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/Actiwatch Spectrum,Human Research/Human Research,Crew health/Crew health,0,0,10,74,0,7,8,6,0,2,2,0,0,0,0,0
EXPRESS Rack/FSL,Multipurpose/Physical Science,General science/Fluids,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/EPM,Human Research/Human Research,Crew health/Crew health,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,6,4,0,0,0,0,0,0,0,0,2,0,0,0
CGBA/WORF,Biology and Biotechnology/Earth and Space Science,Biology/Earth observation,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HRF-1/Ultrasound 2,Multipurpose/Human Research,Crew health/Crew health,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/PFS,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/Portable Pulmonary Function System,Biology and Biotechnology/Human Research,Refrigeration/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MARES/SLAMMD,Human Research/Human Research,Crew health/General science,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LMM/MWA,Multipurpose/Multipurpose,Microscope/Maintenance,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
EPM/MARES,Human Research/Human Research,Crew health/Crew health,0,0,4,8,0,1,4,0,2,0,0,0,0,0,0,0
Ultrasound/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,54,10,1,8,26,12,0,2,2,0,2,4,0
Holter Monitor 2/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
HRF-2/Ultrasound 2,Multipurpose/Human Research,Crew health/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/HRF-2,Human Research/Multipurpose,Crew health/Crew health,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
ELC/EMCS,Earth and Space Science/Biology and Biotechnology,External payloads/Plant,0,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Ultrasound 2,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/FSL,Biology and Biotechnology/Physical Science,Biology/Fluids,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Ultrasound,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
Holter Monitor 2/Ultrasound,Human Research/Human Research,Crew health/Crew health,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
HRF-1/HRF-2,Multipurpose/Multipurpose,Crew health/Crew health,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0
CB/PFS,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MERLIN/SPHERES,Biology and Biotechnology/Technology Development and Demonstration,Refrigeration/Robotics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/SPHERES,Multipurpose/Technology Development and Demonstration,General science/Robotics,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
FIR/Ultrasound,Physical Science/Human Research,Fluids/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar/TEPC,Earth and Space Science/Human Research,Astronomy/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSL/TEPC,Physical Science/Human Research,Furnace/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FSL/Ultrasound 2,Physical Science/Human Research,Fluids/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMMD/Ultrasound 2,Human Research/Human Research,General science/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultrasound 2/WORF,Human Research/Earth and Space Science,Crew health/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/Ultrasound 2,Biology and Biotechnology/Human Research,Biology/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/Ultrasound 2,Multipurpose/Human Research,General science/Crew health,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch/MELFI,Human Research/Multipurpose,Crew health/Refrigeration,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
GASMAP/HRF-2,None/Multipurpose,Crew health/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CIR/WORF,Physical Science/Earth and Space Science,Furnace/Earth observation,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
EDR/EXPRESS Rack,Multipurpose/Multipurpose,General science/General science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/MSG,Multipurpose/Multipurpose,General science/Glovebox,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Actiwatch Spectrum/Holter,Human Research/Human Research,Crew health/Crew health,0,0,2,18,1,3,4,6,0,0,0,0,0,0,0,0
MSG/PFS,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LSG/MELFI,Multipurpose/Multipurpose,Glovebox/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LSG/MWA,Multipurpose/Multipurpose,Glovebox/Maintenance,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EMCS/LSG,Biology and Biotechnology/Multipurpose,Plant/Glovebox,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/FPEF,Multipurpose/Physical Science,General science/Fluids,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSG/Portable Pulmonary Function System,Multipurpose/Human Research,Glovebox/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant Habitat/WORF,Biology and Biotechnology/Earth and Space Science,Plant/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BXF/Solar,Physical Science/Earth and Space Science,Combustion/Astronomy,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBA/RAM,Human Research/Human Research,Crew health/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/RAM,Multipurpose/Human Research,Refrigeration/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/MWA,Multipurpose/Multipurpose,Glovebox/Maintenance,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/Plant Habitat,Earth and Space Science/Biology and Biotechnology,External payloads/Plant,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/WORF,Earth and Space Science/Earth and Space Science,External payloads/Earth observation,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
MSL/PFS,Physical Science/Human Research,Furnace/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Holter/MSL,Human Research/Physical Science,Crew health/Furnace,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSRR-1/PFS,Physical Science/Human Research,Materials/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Holter/MSRR-1,Human Research/Physical Science,Crew health/Materials,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/ELC,Biology and Biotechnology/Earth and Space Science,Biology/External payloads,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ELC/FPEF,Earth and Space Science/Physical Science,External payloads/Fluids,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CGBA/EPM,Biology and Biotechnology/Human Research,Biology/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EDR/MERLIN,Multipurpose/Biology and Biotechnology,General science/Refrigeration,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EPM/EXPRESS Rack,Human Research/Multipurpose,Crew health/General science,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CB/ELC,Multipurpose/Earth and Space Science,Glovebox/External payloads,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/RC,Multipurpose/Human Research,General science/Centrifuge,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
MELFI/UMS,Multipurpose/Human Research,Refrigeration/Crew health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPRESS Rack/MSRR-1,Multipurpose/Physical Science,General science/Materials,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Holter Monitor 2/Spectrum,Human Research/Multipurpose,Crew health/Biology,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
HRF-1/SLAMMD,Multipurpose/Human Research,Crew health/General science,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,2
SLAMMD/WORF,Human Research/Earth and Space Science,General science/Earth observation,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
